231.355, 129.635, 7.904, 17.259 False
231.092, 129.639, 7.903, 17.292 False
230.827, 129.641, 7.935, 17.325 False
230.562, 129.635, 7.963, 17.358 False
230.295, 129.632, 7.999, 17.391 False
230.028, 129.626, 8.003, 17.424 False
229.762, 129.622, 7.974, 17.457 False
229.499, 129.626, 7.911, 17.490 False
229.237, 129.626, 7.853, 17.523 False
228.977, 129.620, 7.790, 17.556 False
228.719, 129.616, 7.752, 17.589 False
228.461, 129.620, 7.726, 17.622 False
228.204, 129.622, 7.737, 17.655 False
227.945, 129.616, 7.752, 17.688 False
227.685, 129.613, 7.795, 17.721 False
227.424, 129.607, 7.839, 17.754 False
227.161, 129.603, 7.879, 17.787 False
226.898, 129.607, 7.877, 17.820 False
226.636, 129.607, 7.856, 17.853 False
226.376, 129.601, 7.809, 17.886 False
226.117, 129.598, 7.769, 17.919 False
225.859, 129.601, 7.728, 17.952 False
225.602, 129.603, 7.720, 17.985 False
225.345, 129.597, 7.721, 18.018 False
225.086, 129.594, 7.752, 18.051 False
224.827, 129.598, 7.780, 18.084 False
224.566, 129.600, 7.819, 18.117 False
224.305, 129.594, 7.833, 18.150 False
224.043, 129.592, 7.837, 18.183 False
223.783, 129.586, 7.824, 18.216 False
223.522, 129.584, 7.819, 18.249 False
223.261, 129.588, 7.815, 18.282 False
223.000, 129.589, 7.843, 18.315 False
222.738, 129.583, 7.869, 18.348 False
222.474, 129.580, 7.903, 18.381 False
222.211, 129.585, 7.904, 18.414 False
221.948, 129.587, 7.893, 18.447 False
221.686, 129.581, 7.859, 18.480 False
221.424, 129.579, 7.836, 18.513 False
221.164, 129.573, 7.822, 18.546 False
220.903, 129.571, 7.834, 18.579 False
220.641, 129.575, 7.847, 18.612 False
220.379, 129.576, 7.884, 18.645 False
220.115, 129.570, 7.908, 18.678 False
219.851, 129.568, 7.932, 18.711 False
219.586, 129.572, 7.925, 18.744 False
219.322, 129.574, 7.918, 18.777 False
219.059, 129.568, 7.897, 18.810 False
218.796, 129.566, 7.897, 18.843 False
218.532, 129.561, 7.911, 18.876 False
218.268, 129.558, 7.943, 18.909 False
218.002, 129.562, 7.957, 18.942 False
217.737, 129.563, 7.968, 18.975 False
217.471, 129.558, 7.959, 19.008 False
217.206, 129.555, 7.962, 19.041 False
216.941, 129.559, 7.961, 19.074 False
216.675, 129.561, 7.986, 19.107 False
216.408, 129.556, 8.007, 19.140 False
216.140, 129.554, 8.034, 19.173 False
215.872, 129.559, 8.022, 19.206 False
215.606, 129.561, 7.996, 19.239 False
215.341, 129.556, 7.944, 19.272 False
215.078, 129.555, 7.901, 19.305 False
214.816, 129.550, 7.864, 19.338 False
214.554, 129.548, 7.854, 19.371 False
214.292, 129.553, 7.852, 19.404 False
214.030, 129.554, 7.882, 19.437 False
213.766, 129.549, 7.909, 19.470 False
213.501, 129.547, 7.944, 19.503 False
213.236, 129.552, 7.941, 19.536 False
212.972, 129.555, 7.922, 19.569 False
212.709, 129.550, 7.877, 19.602 False
212.448, 129.548, 7.839, 19.635 False
212.188, 129.543, 7.808, 19.668 False
211.928, 129.542, 7.802, 19.701 False
211.668, 129.546, 7.803, 19.734 False
211.406, 129.548, 7.836, 19.767 False
211.144, 129.543, 7.866, 19.800 False
210.881, 129.541, 7.903, 19.833 False
210.617, 129.546, 7.903, 19.866 False
210.354, 129.549, 7.889, 19.899 False
210.092, 129.544, 7.848, 19.932 False
209.831, 129.543, 7.817, 19.965 False
209.572, 129.538, 7.791, 19.998 False
209.312, 129.536, 7.791, 20.031 False
209.052, 129.541, 7.797, 20.064 False
208.791, 129.543, 7.835, 20.097 False
208.529, 129.538, 7.868, 20.130 False
208.265, 129.536, 7.908, 20.163 False
208.001, 129.541, 7.908, 20.196 False
207.738, 129.544, 7.888, 20.229 False
207.477, 129.539, 7.838, 20.262 False
207.217, 129.538, 7.793, 20.295 False
206.959, 129.533, 7.752, 20.328 False
206.701, 129.531, 7.734, 20.361 False
206.443, 129.536, 7.726, 20.394 False
206.185, 129.538, 7.752, 20.427 False
205.926, 129.533, 7.776, 20.460 False
205.665, 129.531, 7.814, 20.493 False
205.404, 129.537, 7.832, 20.526 False
205.142, 129.539, 7.850, 20.559 False
204.881, 129.535, 7.848, 20.592 False
204.619, 129.533, 7.864, 20.625 False
204.356, 129.529, 7.884, 20.658 False
204.092, 129.527, 7.908, 20.691 False
203.828, 129.532, 7.910, 20.724 False
203.565, 129.534, 7.915, 20.757 False
203.301, 129.529, 7.907, 20.790 False
203.037, 129.527, 7.922, 20.823 False
202.773, 129.532, 7.937, 20.856 False
202.507, 129.535, 7.965, 20.889 False
202.241, 129.531, 7.972, 20.922 False
201.976, 129.529, 7.972, 20.955 False
201.710, 129.525, 7.959, 20.988 False
201.445, 129.523, 7.956, 21.021 False
201.180, 129.528, 7.955, 21.054 False
200.914, 129.530, 7.987, 21.087 False
200.647, 129.525, 8.014, 21.120 False
200.379, 129.523, 8.050, 21.153 False
200.110, 129.528, 8.045, 21.186 False
199.843, 129.531, 8.017, 21.219 False
199.578, 129.526, 7.956, 21.252 False
199.315, 129.525, 7.896, 21.285 False
199.053, 129.520, 7.838, 21.318 False
198.794, 129.518, 7.800, 21.351 False
198.534, 129.523, 7.774, 21.384 False
198.275, 129.526, 7.784, 21.417 False
198.015, 129.521, 7.798, 21.450 False
197.754, 129.518, 7.840, 21.483 False
197.491, 129.524, 7.872, 21.516 False
197.227, 129.526, 7.912, 21.549 False
196.963, 129.522, 7.912, 21.582 False
196.700, 129.520, 7.892, 21.615 False
196.438, 129.516, 7.849, 21.648 False
196.178, 129.514, 7.807, 21.681 False
195.919, 129.519, 7.763, 21.714 False
195.661, 129.521, 7.752, 21.747 False
195.403, 129.516, 7.750, 21.780 False
195.143, 129.514, 7.779, 21.813 False
194.883, 129.519, 7.804, 21.846 False
194.622, 129.522, 7.842, 21.879 False
194.359, 129.517, 7.858, 21.912 False
194.097, 129.515, 7.867, 21.945 False
193.835, 129.511, 7.862, 21.978 False
193.573, 129.509, 7.866, 22.011 False
193.310, 129.514, 7.872, 22.044 False
193.047, 129.516, 7.909, 22.077 False
192.782, 129.511, 7.942, 22.110 False
192.516, 129.509, 7.982, 22.143 False
192.250, 129.514, 7.981, 22.176 False
191.985, 129.516, 7.956, 22.209 False
191.721, 129.512, 7.898, 22.242 False
191.460, 129.510, 7.842, 22.275 False
191.201, 129.516, 7.779, 22.308 False
190.943, 129.519, 7.745, 22.341 False
190.685, 129.515, 7.723, 22.374 False
190.428, 129.513, 7.734, 22.407 False
190.169, 129.509, 7.758, 22.440 False
