-182.265, 78.346, 1.671,  1.765
-182.239, 78.296, 1.677,  1.798
-182.214, 78.246, 1.684,  1.831
-182.190, 78.194, 1.692,  1.864
-182.167, 78.142, 1.700,  1.897
-182.144, 78.089, 1.709,  1.930
-182.122, 78.036, 1.718,  1.963
-182.100, 77.982, 1.727,  1.996
-182.079, 77.927, 1.735,  2.029
-182.059, 77.872, 1.743,  2.062
-182.039, 77.816, 1.749,  2.095
-182.020, 77.760, 1.756,  2.128
-182.001, 77.704, 1.762,  2.161
-181.983, 77.647, 1.767,  2.194
-181.965, 77.590, 1.772,  2.227
-181.948, 77.532, 1.778,  2.260
-181.931, 77.474, 1.782,  2.293
-181.915, 77.416, 1.788,  2.326
-181.899, 77.357, 1.793,  2.359
-181.884, 77.298, 1.800,  2.392
-181.869, 77.239, 1.806,  2.425
-181.855, 77.179, 1.812,  2.458
-181.841, 77.119, 1.818,  2.491
-181.827, 77.059, 1.824,  2.524
-181.814, 76.998, 1.830,  2.557
-181.801, 76.937, 1.837,  2.590
-181.789, 76.876, 1.842,  2.623
-181.777, 76.815, 1.849,  2.656
-181.765, 76.753, 1.856,  2.689
-181.754, 76.691, 1.863,  2.722
-181.743, 76.629, 1.869,  2.755
-181.733, 76.567, 1.876,  2.788
-181.722, 76.504, 1.882,  2.821
-181.712, 76.441, 1.888,  2.854
-181.703, 76.378, 1.895,  2.887
-181.693, 76.315, 1.902,  2.920
-181.684, 76.251, 1.908,  2.953
-181.675, 76.187, 1.914,  2.986
-181.666, 76.123, 1.920,  3.019
-181.658, 76.059, 1.926,  3.052
-181.650, 75.994, 1.933,  3.085
-181.642, 75.929, 1.939,  3.118
-181.634, 75.865, 1.945,  3.151
-181.627, 75.799, 1.951,  3.184
-181.620, 75.734, 1.957,  3.217
-181.613, 75.669, 1.964,  3.250
-181.606, 75.603, 1.970,  3.283
-181.599, 75.537, 1.977,  3.316
-181.593, 75.471, 1.983,  3.349
-181.586, 75.404, 1.990,  3.382
-181.580, 75.338, 1.996,  3.415
-181.574, 75.271, 2.003,  3.448
-181.569, 75.204, 2.010,  3.481
-181.563, 75.136, 2.016,  3.514
-181.557, 75.069, 2.023,  3.547
-181.552, 75.001, 2.030,  3.580
-181.547, 74.933, 2.036,  3.613
-181.542, 74.865, 2.043,  3.646
-181.537, 74.797, 2.049,  3.679
-181.532, 74.728, 2.056,  3.712
-181.528, 74.659, 2.063,  3.745
-181.523, 74.590, 2.069,  3.778
-181.519, 74.521, 2.076,  3.811
-181.514, 74.452, 2.083,  3.844
-181.510, 74.382, 2.089,  3.877
-181.506, 74.312, 2.096,  3.910
-181.502, 74.242, 2.103,  3.943
-181.498, 74.172, 2.110,  3.976
-181.495, 74.101, 2.117,  4.009
-181.491, 74.030, 2.124,  4.042
-181.488, 73.959, 2.131,  4.075
-181.484, 73.888, 2.138,  4.108
-181.481, 73.817, 2.145,  4.141
-181.477, 73.745, 2.152,  4.174
-181.474, 73.673, 2.159,  4.207
-181.471, 73.601, 2.166,  4.240
-181.468, 73.528, 2.173,  4.273
-181.465, 73.456, 2.181,  4.306
-181.462, 73.383, 2.188,  4.339
-181.460, 73.310, 2.195,  4.372
-181.457, 73.236, 2.202,  4.405
-181.454, 73.163, 2.209,  4.438
-181.452, 73.089, 2.216,  4.471
-181.449, 73.015, 2.224,  4.504
-181.447, 72.940, 2.231,  4.537
-181.445, 72.866, 2.238,  4.570
-181.442, 72.791, 2.246,  4.603
-181.440, 72.716, 2.253,  4.636
-181.438, 72.641, 2.260,  4.669
-181.436, 72.565, 2.268,  4.702
-181.434, 72.489, 2.275,  4.735
-181.432, 72.413, 2.282,  4.768
-181.430, 72.337, 2.290,  4.801
-181.428, 72.261, 2.297,  4.834
-181.426, 72.184, 2.305,  4.867
-181.425, 72.107, 2.312,  4.900
-181.423, 72.029, 2.320,  4.933
-181.421, 71.952, 2.328,  4.966
-181.420, 71.874, 2.335,  4.999
-181.418, 71.796, 2.343,  5.032
-181.417, 71.718, 2.351,  5.065
-181.415, 71.639, 2.358,  5.098
-181.414, 71.560, 2.366,  5.131
-181.412, 71.481, 2.374,  5.164
-181.411, 71.402, 2.382,  5.197
-181.410, 71.323, 2.389,  5.230
-181.408, 71.243, 2.397,  5.263
-181.407, 71.163, 2.405,  5.296
-181.406, 71.082, 2.413,  5.329
-181.405, 71.002, 2.421,  5.362
-181.404, 70.921, 2.429,  5.395
-181.403, 70.840, 2.437,  5.428
-181.402, 70.758, 2.445,  5.461
-181.401, 70.676, 2.453,  5.494
-181.400, 70.594, 2.461,  5.527
-181.399, 70.512, 2.469,  5.560
-181.398, 70.430, 2.477,  5.593
-181.397, 70.347, 2.485,  5.626
-181.396, 70.264, 2.493,  5.659
-181.395, 70.181, 2.502,  5.692
-181.395, 70.097, 2.510,  5.725
-181.394, 70.013, 2.518,  5.758
-181.393, 69.929, 2.526,  5.791
-181.392, 69.844, 2.535,  5.824
-181.392, 69.760, 2.543,  5.857
-181.391, 69.675, 2.551,  5.890
-181.391, 69.590, 2.560,  5.923
-181.390, 69.504, 2.568,  5.956
-181.389, 69.418, 2.577,  5.989
-181.389, 69.332, 2.585,  6.022
-181.388, 69.246, 2.594,  6.055
-181.388, 69.159, 2.602,  6.088
-181.387, 69.072, 2.611,  6.121
-181.387, 68.985, 2.619,  6.154
-181.386, 68.897, 2.628,  6.187
-181.386, 68.809, 2.636,  6.220
-181.385, 68.721, 2.645,  6.253
-181.385, 68.633, 2.654,  6.286
-181.385, 68.544, 2.663,  6.319
-181.384, 68.455, 2.672,  6.352
-181.384, 68.366, 2.680,  6.385
-181.384, 68.276, 2.689,  6.418
-181.383, 68.187, 2.698,  6.451
-181.383, 68.096, 2.707,  6.484
-181.383, 68.006, 2.716,  6.517
-181.382, 67.915, 2.725,  6.550
-181.382, 67.824, 2.734,  6.583
-181.382, 67.733, 2.743,  6.616
-181.382, 67.641, 2.752,  6.649
-181.381, 67.549, 2.761,  6.682
-181.381, 67.457, 2.770,  6.715
-181.381, 67.364, 2.779,  6.748
-181.381, 67.271, 2.789,  6.781
-181.381, 67.178, 2.798,  6.814
-181.381, 67.085, 2.807,  6.847
-181.380, 66.991, 2.817,  6.880
-181.380, 66.897, 2.826,  6.913
-181.380, 66.802, 2.835,  6.946
-181.380, 66.708, 2.845,  6.979
-181.380, 66.613, 2.854,  7.012
-181.380, 66.517, 2.863,  7.045
-181.380, 66.421, 2.873,  7.078
-181.380, 66.325, 2.882,  7.111
-181.380, 66.229, 2.892,  7.144
-181.379, 66.132, 2.901,  7.177
-181.379, 66.036, 2.911,  7.210
-181.379, 65.938, 2.921,  7.243
-181.379, 65.841, 2.930,  7.276
-181.379, 65.743, 2.940,  7.309
-181.379, 65.644, 2.950,  7.342
-181.379, 65.546, 2.960,  7.375
-181.379, 65.447, 2.969,  7.408
-181.379, 65.348, 2.979,  7.441
-181.379, 65.248, 2.989,  7.474
-181.379, 65.148, 2.999,  7.507
-181.379, 65.048, 3.009,  7.540
-181.379, 64.948, 3.019,  7.573
-181.379, 64.847, 3.029,  7.606
-181.379, 64.745, 3.039,  7.639
-181.379, 64.644, 3.049,  7.672
-181.379, 64.542, 3.059,  7.705
-181.379, 64.440, 3.069,  7.738
-181.379, 64.337, 3.080,  7.771
-181.379, 64.234, 3.090,  7.804
-181.379, 64.131, 3.100,  7.837
-181.380, 64.027, 3.110,  7.870
-181.380, 63.923, 3.121,  7.903
-181.380, 63.819, 3.131,  7.936
-181.380, 63.715, 3.141,  7.969
-181.380, 63.610, 3.152,  8.002
-181.380, 63.504, 3.162,  8.035
-181.380, 63.399, 3.173,  8.068
-181.380, 63.293, 3.183,  8.101
-181.380, 63.186, 3.194,  8.134
-181.380, 63.079, 3.205,  8.167
-181.380, 62.972, 3.215,  8.200
-181.380, 62.865, 3.226,  8.233
-181.380, 62.757, 3.237,  8.266
-181.381, 62.649, 3.248,  8.299
-181.381, 62.540, 3.258,  8.332
-181.381, 62.432, 3.269,  8.365
-181.381, 62.322, 3.280,  8.398
-181.381, 62.213, 3.291,  8.431
-181.381, 62.103, 3.302,  8.464
-181.381, 61.992, 3.312,  8.497
-181.381, 61.882, 3.324,  8.530
-181.381, 61.771, 3.335,  8.563
-181.382, 61.659, 3.346,  8.596
-181.382, 61.547, 3.357,  8.629
-181.382, 61.435, 3.368,  8.662
-181.382, 61.323, 3.379,  8.695
-181.382, 61.210, 3.391,  8.728
-181.382, 61.096, 3.402,  8.761
-181.382, 60.983, 3.413,  8.794
-181.382, 60.869, 3.425,  8.827
-181.383, 60.754, 3.436,  8.860
-181.383, 60.639, 3.447,  8.893
-181.383, 60.524, 3.459,  8.926
-181.383, 60.409, 3.470,  8.959
-181.383, 60.293, 3.482,  8.992
-181.383, 60.176, 3.494,  9.025
-181.383, 60.060, 3.505,  9.058
-181.383, 59.942, 3.517,  9.091
-181.383, 59.825, 3.528,  9.124
-181.384, 59.707, 3.540,  9.157
-181.384, 59.589, 3.552,  9.190
-181.384, 59.470, 3.564,  9.223
-181.384, 59.351, 3.575,  9.256
-181.384, 59.231, 3.587,  9.289
-181.384, 59.112, 3.599,  9.322
-181.384, 58.991, 3.611,  9.355
-181.384, 58.871, 3.623,  9.388
-181.385, 58.749, 3.636,  9.421
-181.385, 58.628, 3.648,  9.454
-181.385, 58.506, 3.660,  9.487
-181.385, 58.384, 3.672,  9.520
-181.385, 58.261, 3.684,  9.553
-181.385, 58.138, 3.697,  9.586
-181.385, 58.014, 3.709,  9.619
-181.385, 57.890, 3.721,  9.652
-181.386, 57.766, 3.734,  9.685
-181.386, 57.641, 3.746,  9.718
-181.386, 57.516, 3.759,  9.751
-181.386, 57.391, 3.771,  9.784
-181.386, 57.265, 3.784,  9.817
-181.386, 57.138, 3.796,  9.850
-181.386, 57.011, 3.809,  9.883
-181.386, 56.884, 3.822,  9.916
-181.387, 56.756, 3.834,  9.949
-181.387, 56.628, 3.847,  9.982
-181.387, 56.500, 3.860, 10.015
-181.387, 56.371, 3.873, 10.048
-181.387, 56.241, 3.886, 10.081
-181.387, 56.111, 3.898, 10.114
-181.387, 55.981, 3.911, 10.147
-181.387, 55.850, 3.924, 10.180
-181.387, 55.719, 3.937, 10.213
-181.388, 55.588, 3.950, 10.246
-181.388, 55.456, 3.963, 10.279
-181.388, 55.323, 3.976, 10.312
-181.388, 55.190, 3.989, 10.345
-181.388, 55.057, 4.002, 10.378
-181.388, 54.923, 4.015, 10.411
-181.388, 54.789, 4.029, 10.444
-181.388, 54.654, 4.042, 10.477
-181.389, 54.519, 4.055, 10.510
-181.389, 54.384, 4.068, 10.543
-181.389, 54.248, 4.082, 10.576
-181.389, 54.112, 4.095, 10.609
-181.389, 53.975, 4.109, 10.642
-181.389, 53.837, 4.122, 10.675
-181.389, 53.700, 4.136, 10.708
-181.389, 53.561, 4.150, 10.741
-181.389, 53.423, 4.163, 10.774
-181.390, 53.284, 4.177, 10.807
-181.390, 53.144, 4.191, 10.840
-181.390, 53.004, 4.205, 10.873
-181.390, 52.864, 4.219, 10.906
-181.390, 52.723, 4.233, 10.939
-181.390, 52.581, 4.246, 10.972
-181.390, 52.439, 4.260, 11.005
-181.390, 52.297, 4.274, 11.038
-181.390, 52.154, 4.288, 11.071
-181.391, 52.011, 4.303, 11.104
-181.391, 51.867, 4.317, 11.137
-181.391, 51.723, 4.331, 11.170
-181.391, 51.578, 4.345, 11.203
-181.391, 51.433, 4.360, 11.236
-181.391, 51.287, 4.374, 11.269
-181.391, 51.141, 4.389, 11.302
-181.391, 50.994, 4.403, 11.335
-181.391, 50.847, 4.418, 11.368
-181.392, 50.699, 4.432, 11.401
-181.392, 50.551, 4.447, 11.434
-181.392, 50.403, 4.462, 11.467
-181.392, 50.254, 4.476, 11.500
-181.392, 50.104, 4.491, 11.533
-181.392, 49.954, 4.506, 11.566
-181.392, 49.803, 4.521, 11.599
-181.392, 49.652, 4.536, 11.632
-181.392, 49.501, 4.551, 11.665
-181.392, 49.349, 4.566, 11.698
-181.392, 49.196, 4.581, 11.731
-181.392, 49.043, 4.596, 11.764
-181.392, 48.889, 4.611, 11.797
-181.393, 48.735, 4.626, 11.830
-181.393, 48.581, 4.642, 11.863
-181.393, 48.426, 4.657, 11.896
-181.393, 48.270, 4.673, 11.929
-181.393, 48.114, 4.688, 11.962
-181.393, 47.957, 4.703, 11.995
-181.393, 47.800, 4.719, 12.028
-181.393, 47.642, 4.735, 12.061
-181.393, 47.484, 4.750, 12.094
-181.393, 47.325, 4.766, 12.127
-181.393, 47.166, 4.782, 12.160
-181.393, 47.006, 4.798, 12.193
-181.393, 46.846, 4.814, 12.226
-181.393, 46.685, 4.830, 12.259
-181.393, 46.524, 4.846, 12.292
-181.393, 46.362, 4.862, 12.325
-181.393, 46.199, 4.878, 12.358
-181.393, 46.036, 4.894, 12.391
-181.393, 45.873, 4.910, 12.424
-181.393, 45.709, 4.927, 12.457
-181.394, 45.544, 4.943, 12.490
-181.394, 45.379, 4.959, 12.523
-181.394, 45.213, 4.976, 12.556
-181.394, 45.047, 4.992, 12.589
-181.394, 44.880, 5.009, 12.622
-181.394, 44.713, 5.025, 12.655
-181.394, 44.545, 5.042, 12.688
-181.394, 44.376, 5.059, 12.721
-181.394, 44.207, 5.076, 12.754
-181.394, 44.038, 5.093, 12.787
-181.394, 43.867, 5.108, 12.820
-181.394, 43.697, 5.115, 12.853
-181.394, 43.527, 5.101, 12.886
-181.394, 43.358, 5.085, 12.919
-181.394, 43.189, 5.075, 12.952
-181.394, 43.020, 5.073, 12.985
-181.394, 42.851, 5.079, 13.018
-181.394, 42.681, 5.094, 13.051
-181.394, 42.510, 5.118, 13.084
-181.394, 42.339, 5.151, 13.117
-181.394, 42.166, 5.192, 13.150
-181.394, 41.991, 5.239, 13.183
-181.394, 41.815, 5.288, 13.216
-181.394, 41.637, 5.338, 13.249
-181.394, 41.458, 5.385, 13.282
-181.394, 41.277, 5.427, 13.315
-181.394, 41.095, 5.461, 13.348
-181.394, 40.913, 5.488, 13.381
-181.394, 40.729, 5.508, 13.414
-181.394, 40.545, 5.520, 13.447
-181.393, 40.361, 5.527, 13.480
-181.393, 40.177, 5.530, 13.513
-181.393, 39.993, 5.529, 13.546
-181.393, 39.809, 5.528, 13.579
-181.393, 39.625, 5.527, 13.612
-181.393, 39.441, 5.527, 13.645
-181.393, 39.257, 5.530, 13.678
-181.393, 39.073, 5.536, 13.711
-181.393, 38.888, 5.547, 13.744
-181.393, 38.703, 5.562, 13.777
-181.393, 38.517, 5.583, 13.810
-181.393, 38.330, 5.608, 13.843
-181.393, 38.142, 5.636, 13.876
-181.393, 37.954, 5.668, 13.909
-181.393, 37.764, 5.701, 13.942
-181.393, 37.573, 5.735, 13.975
-181.393, 37.381, 5.769, 14.008
-181.392, 37.187, 5.800, 14.041
-181.392, 36.993, 5.829, 14.074
-181.392, 36.798, 5.854, 14.107
-181.392, 36.603, 5.875, 14.140
-181.392, 36.407, 5.893, 14.173
-181.392, 36.210, 5.908, 14.206
-181.392, 36.013, 5.920, 14.239
-181.392, 35.815, 5.931, 14.272
-181.392, 35.618, 5.941, 14.305
-181.392, 35.419, 5.951, 14.338
-181.391, 35.221, 5.962, 14.371
-181.391, 35.022, 5.974, 14.404
-181.391, 34.823, 5.988, 14.437
-181.391, 34.623, 6.005, 14.470
-181.391, 34.422, 6.024, 14.503
-181.391, 34.221, 6.046, 14.536
-181.391, 34.019, 6.069, 14.569
-181.391, 33.816, 6.095, 14.602
-181.391, 33.612, 6.122, 14.635
-181.390, 33.407, 6.150, 14.668
-181.390, 33.201, 6.178, 14.701
-181.390, 32.995, 6.205, 14.734
-181.390, 32.787, 6.231, 14.767
-181.390, 32.579, 6.255, 14.800
-181.390, 32.370, 6.278, 14.833
-181.389, 32.160, 6.298, 14.866
-181.389, 31.950, 6.318, 14.899
-181.389, 31.739, 6.335, 14.932
-181.389, 31.527, 6.352, 14.965
-181.389, 31.315, 6.368, 14.998
-181.389, 31.103, 6.384, 15.031
-181.388, 30.890, 6.401, 15.064
-181.388, 30.676, 6.419, 15.097
-181.388, 30.462, 6.437, 15.130
-181.388, 30.247, 6.457, 15.163
-181.388, 30.031, 6.479, 15.196
-181.387, 29.814, 6.501, 15.229
-181.387, 29.597, 6.525, 15.262
-181.387, 29.379, 6.550, 15.295
-181.387, 29.160, 6.576, 15.328
-181.387, 28.940, 6.602, 15.361
-181.386, 28.720, 6.628, 15.394
-181.386, 28.498, 6.653, 15.427
-181.386, 28.276, 6.678, 15.460
-181.386, 28.053, 6.702, 15.493
-181.385, 27.829, 6.724, 15.526
-181.385, 27.604, 6.746, 15.559
-181.385, 27.379, 6.766, 15.592
-181.385, 27.153, 6.786, 15.625
-181.384, 26.926, 6.805, 15.658
-181.384, 26.699, 6.824, 15.691
-181.384, 26.471, 6.843, 15.724
-181.384, 26.243, 6.864, 15.757
-181.383, 26.013, 6.885, 15.790
-181.383, 25.783, 6.907, 15.823
-181.383, 25.553, 6.930, 15.856
-181.383, 25.321, 6.954, 15.889
-181.382, 25.089, 6.979, 15.922
-181.382, 24.855, 7.004, 15.955
-181.382, 24.621, 7.030, 15.988
-181.381, 24.386, 7.056, 16.021
-181.381, 24.150, 7.082, 16.054
-181.381, 23.914, 7.107, 16.087
-181.380, 23.676, 7.132, 16.120
-181.380, 23.438, 7.156, 16.153
-181.380, 23.199, 7.179, 16.186
-181.379, 22.959, 7.202, 16.219
-181.379, 22.718, 7.225, 16.252
-181.379, 22.477, 7.247, 16.285
-181.378, 22.235, 7.269, 16.318
-181.378, 21.992, 7.292, 16.351
-181.378, 21.749, 7.315, 16.384
-181.377, 21.504, 7.338, 16.417
-181.377, 21.259, 7.362, 16.450
-181.377, 21.013, 7.387, 16.483
-181.376, 20.766, 7.412, 16.516
-181.376, 20.519, 7.437, 16.549
-181.375, 20.270, 7.463, 16.582
-181.375, 20.021, 7.489, 16.615
-181.375, 19.770, 7.515, 16.648
-181.374, 19.519, 7.541, 16.681
-181.374, 19.267, 7.567, 16.714
-181.373, 19.014, 7.592, 16.747
-181.373, 18.761, 7.618, 16.780
-181.373, 18.506, 7.643, 16.813
-181.372, 18.251, 7.667, 16.846
-181.372, 17.994, 7.692, 16.879
-181.371, 17.737, 7.717, 16.912
-181.371, 17.480, 7.742, 16.945
-181.370, 17.221, 7.767, 16.978
-181.370, 16.961, 7.792, 17.011
-181.370, 16.701, 7.817, 17.044
-181.369, 16.440, 7.843, 17.077
-181.369, 16.178, 7.869, 17.110
-181.368, 15.915, 7.895, 17.143
-181.368, 15.651, 7.922, 17.176
-181.367, 15.386, 7.949, 17.209
-181.367, 15.120, 7.976, 17.242
-181.366, 14.854, 8.003, 17.275
-181.366, 14.586, 8.030, 17.308
-181.365, 14.318, 8.057, 17.341
-181.365, 14.049, 8.085, 17.374
-181.364, 13.779, 8.112, 17.407
-181.364, 13.508, 8.139, 17.440
-181.363, 13.236, 8.166, 17.473
-181.363, 12.963, 8.193, 17.506
-181.362, 12.689, 8.220, 17.539
-181.361, 12.414, 8.247, 17.572
-181.361, 12.139, 8.274, 17.605
-181.360, 11.862, 8.302, 17.638
-181.360, 11.585, 8.329, 17.671
-181.359, 11.306, 8.357, 17.704
-181.359, 11.027, 8.384, 17.737
-181.358, 10.747, 8.412, 17.770
-181.357, 10.466, 8.440, 17.803
-181.357, 10.184, 8.469, 17.836
-181.356, 9.901, 8.497, 17.869
-181.355, 9.617, 8.526, 17.902
-181.355, 9.332, 8.554, 17.935
-181.354, 9.046, 8.583, 17.968
-181.354, 8.759, 8.612, 18.001
-181.353, 8.471, 8.641, 18.034
-181.352, 8.183, 8.670, 18.067
-181.352, 7.893, 8.699, 18.100
-181.351, 7.602, 8.728, 18.133
-181.350, 7.310, 8.757, 18.166
-181.350, 7.018, 8.786, 18.199
-181.349, 6.724, 8.815, 18.232
-181.348, 6.430, 8.845, 18.265
-181.348, 6.134, 8.874, 18.298
-181.347, 5.837, 8.903, 18.331
-181.346, 5.540, 8.933, 18.364
-181.345, 5.241, 8.963, 18.397
-181.345, 4.942, 8.993, 18.430
-181.344, 4.641, 9.023, 18.463
-181.343, 4.340, 9.053, 18.496
-181.342, 4.037, 9.083, 18.529
-181.342, 3.734, 9.114, 18.562
-181.341, 3.429, 9.144, 18.595
-181.340, 3.124, 9.175, 18.628
-181.339, 2.817, 9.205, 18.661
-181.339, 2.509, 9.236, 18.694
-181.338, 2.201, 9.267, 18.727
-181.337, 1.891, 9.298, 18.760
-181.336, 1.580, 9.329, 18.793
-181.335, 1.269, 9.360, 18.826
-181.335, 0.956, 9.391, 18.859
-181.334, 0.642, 9.423, 18.892
-181.333, 0.327, 9.454, 18.925
-181.332, 0.011, 9.486, 18.958
-181.331, -0.306, 9.517, 18.991
-181.330, -0.624, 9.549, 19.024
-181.329, -0.943, 9.581, 19.057
-181.328, -1.263, 9.613, 19.090
-181.328, -1.584, 9.645, 19.123
-181.327, -1.907, 9.677, 19.156
-181.326, -2.230, 9.709, 19.189
-181.325, -2.555, 9.742, 19.222
-181.324, -2.880, 9.774, 19.255
-181.323, -3.207, 9.807, 19.288
-181.322, -3.534, 9.840, 19.321
-181.321, -3.863, 9.873, 19.354
-181.320, -4.193, 9.906, 19.387
-181.319, -4.524, 9.939, 19.420
-181.318, -4.856, 9.972, 19.453
-181.317, -5.190, 10.006, 19.486
-181.316, -5.524, 10.039, 19.519
-181.315, -5.859, 10.073, 19.552
-181.314, -6.196, 10.106, 19.585
-181.313, -6.534, 10.140, 19.618
-181.312, -6.873, 10.174, 19.651
-181.311, -7.213, 10.208, 19.684
-181.310, -7.554, 10.242, 19.717
-181.309, -7.896, 10.276, 19.750
-181.308, -8.239, 10.310, 19.783
-181.307, -8.584, 10.344, 19.816
-181.306, -8.930, 10.379, 19.849
-181.304, -9.277, 10.413, 19.882
-181.303, -9.625, 10.448, 19.915
-181.302, -9.974, 10.483, 19.948
-181.301, -10.324, 10.518, 19.981
-181.300, -10.675, 10.553, 20.014
-181.299, -11.028, 10.588, 20.047
-181.298, -11.382, 10.624, 20.080
-181.296, -11.737, 10.659, 20.113
-181.295, -12.093, 10.695, 20.146
-181.294, -12.451, 10.731, 20.179
-181.293, -12.809, 10.767, 20.212
-181.292, -13.169, 10.803, 20.245
-181.290, -13.530, 10.839, 20.278
-181.289, -13.892, 10.876, 20.311
-181.288, -14.256, 10.912, 20.344
-181.287, -14.620, 10.949, 20.377
-181.285, -14.986, 10.985, 20.410
-181.284, -15.353, 11.022, 20.443
-181.283, -15.722, 11.059, 20.476
-181.281, -16.091, 11.096, 20.509
-181.280, -16.462, 11.133, 20.542
-181.279, -16.834, 11.170, 20.575
-181.277, -17.207, 11.207, 20.608
-181.276, -17.582, 11.244, 20.641
-181.275, -17.958, 11.282, 20.674
-181.273, -18.335, 11.319, 20.707
-181.272, -18.713, 11.357, 20.740
-181.270, -19.092, 11.395, 20.773
-181.269, -19.473, 11.433, 20.806
-181.268, -19.855, 11.471, 20.839
-181.266, -20.239, 11.510, 20.872
-181.265, -20.623, 11.549, 20.905
-181.263, -21.009, 11.588, 20.938
-181.262, -21.397, 11.627, 20.971
-181.260, -21.785, 11.666, 21.004
-181.259, -22.175, 11.705, 21.037
-181.257, -22.566, 11.745, 21.070
-181.256, -22.959, 11.785, 21.103
-181.254, -23.353, 11.824, 21.136
-181.253, -23.748, 11.864, 21.169
-181.251, -24.144, 11.904, 21.202
-181.250, -24.542, 11.944, 21.235
-181.248, -24.941, 11.984, 21.268
-181.246, -25.342, 12.024, 21.301
-181.245, -25.743, 12.065, 21.334
-181.243, -26.147, 12.105, 21.367
-181.241, -26.551, 12.145, 21.400
-181.240, -26.957, 12.186, 21.433
-181.238, -27.364, 12.227, 21.466
-181.236, -27.773, 12.267, 21.499
-181.235, -28.183, 12.309, 21.532
-181.233, -28.594, 12.350, 21.565
-181.231, -29.007, 12.391, 21.598
-181.230, -29.421, 12.433, 21.631
-181.228, -29.836, 12.475, 21.664
-181.226, -30.253, 12.517, 21.697
-181.224, -30.672, 12.559, 21.730
-181.222, -31.091, 12.601, 21.763
-181.221, -31.512, 12.643, 21.796
-181.219, -31.935, 12.686, 21.829
-181.217, -32.359, 12.729, 21.862
-181.215, -32.784, 12.771, 21.895
-181.213, -33.211, 12.814, 21.928
-181.211, -33.639, 12.857, 21.961
-181.209, -34.069, 12.900, 21.994
-181.208, -34.500, 12.944, 22.027
-181.206, -34.933, 12.987, 22.060
-181.204, -35.367, 13.031, 22.093
-181.202, -35.802, 13.074, 22.126
-181.200, -36.239, 13.118, 22.159
-181.198, -36.677, 13.162, 22.192
-181.196, -37.117, 13.206, 22.225
-181.194, -37.559, 13.250, 22.258
-181.192, -38.001, 13.295, 22.291
-181.190, -38.446, 13.339, 22.324
-181.188, -38.891, 13.384, 22.357
-181.186, -39.339, 13.429, 22.390
-181.183, -39.787, 13.474, 22.423
-181.181, -40.238, 13.519, 22.456
-181.179, -40.690, 13.564, 22.489
-181.177, -41.143, 13.610, 22.522
-181.175, -41.598, 13.655, 22.555
-181.173, -42.054, 13.701, 22.588
-181.171, -42.512, 13.747, 22.621
-181.168, -42.971, 13.793, 22.654
-181.166, -43.432, 13.839, 22.687
-181.164, -43.895, 13.886, 22.720
-181.162, -44.359, 13.932, 22.753
-181.159, -44.824, 13.979, 22.786
-181.157, -45.291, 14.026, 22.819
-181.155, -45.760, 14.073, 22.852
-181.152, -46.230, 14.120, 22.885
-181.150, -46.702, 14.168, 22.918
-181.148, -47.176, 14.215, 22.951
-181.145, -47.651, 14.263, 22.984
-181.143, -48.128, 14.311, 23.017
-181.140, -48.606, 14.358, 23.050
